uniqid_huc10,chlor_high1992_huc10,chlor_high1997_huc10,chlor_high2002_huc10,chlor_high2007_huc10,chlor_high2012_huc10,chlor_low1992_huc10,chlor_low1997_huc10,chlor_low2002_huc10,chlor_low2007_huc10,chlor_low2012_huc10
6215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6217,0.0914,0.1879,0.1201,0.0670,0.0560,0.0281,0.0843,0.0838,0.0348,0.0441
6218,0.0001,0.0003,0.0006,0.0000,0.0003,0.0000,0.0000,0.0005,0.0000,0.0002
6219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6220,0.0036,0.0040,0.0000,0.0004,0.0000,0.0036,0.0040,0.0000,0.0004,0.0000
6221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6222,0.0019,0.0218,0.0043,0.0103,0.0028,0.0000,0.0000,0.0043,0.0000,0.0029
6223,0.0002,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000
6224,0.0128,0.0094,0.0006,0.0033,0.0000,0.0128,0.0094,0.0006,0.0033,0.0000
6225,0.0063,0.1861,0.0487,0.0811,0.0821,0.0001,0.0972,0.0487,0.0407,0.0827
6226,1.2442,1.3074,0.4659,0.7508,0.6063,1.2442,1.3074,0.4659,0.7508,0.6063
6227,0.0795,0.4635,0.3347,0.0497,0.4114,0.0035,0.0064,0.3205,0.0497,0.4209
6228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6229,0.0001,0.0002,0.0001,0.0000,0.0008,0.0001,0.0002,0.0001,0.0000,0.0008
6230,0.5463,1.2051,0.5108,0.4631,0.7151,0.4039,0.8569,0.4618,0.4631,0.7317
6231,0.0000,0.0000,0.0004,0.0001,0.0031,0.0000,0.0000,0.0004,0.0001,0.0000
6232,0.0104,0.2485,0.1087,0.0104,0.0066,0.0000,0.0000,0.1087,0.0104,0.0000
6233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6234,0.0014,0.0005,0.0009,0.0019,0.0021,0.0002,0.0000,0.0000,0.0000,0.0021
6235,0.0027,0.0007,0.0014,0.0005,0.0009,0.0027,0.0007,0.0014,0.0005,0.0009
6236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6237,0.0041,0.0355,0.0079,0.0060,0.0033,0.0002,0.0006,0.0078,0.0008,0.0033
6238,0.0122,0.1434,0.0261,0.0617,0.0166,0.0000,0.0000,0.0260,0.0001,0.0172
6239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6240,0.0000,0.0000,0.0003,0.0000,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000
6241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6242,0.0000,0.0000,0.0010,0.0015,0.0023,0.0000,0.0000,0.0007,0.0009,0.0023
6243,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000,0.0027
6244,0.0149,0.0440,0.0327,0.0446,0.0442,0.0137,0.0000,0.0001,0.0446,0.0443
6245,0.0169,0.0867,0.0724,0.0090,0.1155,0.0069,0.0023,0.0535,0.0059,0.0439
6246,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6248,0.0884,0.0235,0.0453,0.0152,0.0311,0.0884,0.0235,0.0453,0.0152,0.0311
6249,0.0137,0.0861,0.0006,0.1327,0.0181,0.0137,0.0861,0.0000,0.0000,0.0171
6250,0.3125,1.3195,0.4671,0.4903,0.4458,0.3125,1.3195,0.4671,0.4903,0.4458
6251,0.0555,0.3904,0.2304,0.4332,1.4697,0.0405,0.3904,0.0073,0.0013,1.4417
6252,0.0104,0.0464,0.0845,0.0066,0.0299,0.0062,0.0003,0.0722,0.0010,0.0140
6253,0.0187,0.0051,0.0436,0.0068,0.0206,0.0187,0.0051,0.0436,0.0005,0.0007
6254,0.0005,0.0003,0.0001,0.0002,0.0002,0.0005,0.0003,0.0001,0.0002,0.0002
6255,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000
6256,0.0698,0.0837,0.1049,0.0354,1.2268,0.0143,0.0837,0.1031,0.0353,1.2240
6257,0.0767,0.2733,0.1368,0.2609,0.0206,0.0767,0.2733,0.1368,0.2609,0.0206
6258,0.0022,0.0040,0.0032,0.0099,0.0103,0.0010,0.0000,0.0000,0.0000,0.0103
6259,0.0166,0.1479,0.0229,0.0244,0.0093,0.0007,0.0024,0.0225,0.0018,0.0095
6260,26.1825,48.0731,16.7551,17.6713,17.0314,26.1825,48.0731,16.7551,17.6713,17.0314
6261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6262,0.0008,0.0237,0.0194,0.0322,0.0337,0.0000,0.0124,0.0194,0.0162,0.0339
6263,0.0001,0.0003,0.0003,0.0000,0.0003,0.0000,0.0000,0.0003,0.0000,0.0004
6264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6265,0.0000,0.0000,0.0001,0.0000,0.0065,0.0000,0.0000,0.0001,0.0000,0.0024
6266,0.1234,0.7264,0.2285,0.9645,1.5167,0.0919,0.7264,0.0086,0.0082,1.4705
6267,0.5164,0.6532,0.3023,0.0371,1.3372,0.0389,0.6526,0.1131,0.0366,1.3208
6268,0.0001,0.0002,0.0053,0.0010,0.0020,0.0001,0.0002,0.0053,0.0010,0.0020
6269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6270,0.0245,0.0070,0.0295,0.0058,0.0139,0.0229,0.0070,0.0295,0.0000,0.0007
6271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6273,0.0015,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000
6274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6275,0.0003,0.0046,0.0008,0.0017,0.0013,0.0000,0.0004,0.0008,0.0001,0.0014
6276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6277,0.0001,0.0007,0.0006,0.0001,0.0011,0.0001,0.0000,0.0004,0.0001,0.0004
6278,0.0228,0.0961,0.0469,0.0492,0.0454,0.0228,0.0961,0.0469,0.0492,0.0454
6279,0.0008,0.0014,0.0006,0.0002,0.0046,0.0008,0.0014,0.0006,0.0002,0.0046
6280,0.0090,0.1545,0.0274,0.0828,0.0242,0.0000,0.0000,0.0272,0.0000,0.0261
6281,0.0371,0.1325,0.1779,0.1425,0.1308,0.0344,0.0031,0.0024,0.1425,0.1328
6282,0.0000,0.0003,0.0037,0.0010,0.0018,0.0000,0.0000,0.0037,0.0010,0.0000
6283,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6284,0.0246,0.1942,0.1028,0.0297,0.1030,0.0000,0.0013,0.1028,0.0297,0.0257
6285,0.0089,0.0396,0.0732,0.0058,0.0385,0.0053,0.0003,0.0626,0.0009,0.0181
6286,9.0080,38.0177,13.2211,13.8812,11.5475,9.0080,38.0177,13.2211,13.8812,11.5475
6287,0.0940,0.2521,0.2047,0.1876,1.7490,0.0123,0.2521,0.0002,0.0013,1.7298
6288,0.0662,0.0418,0.1677,0.1960,0.0818,0.0662,0.0418,0.1677,0.1960,0.0818
6289,0.0025,0.0019,0.0205,0.0036,0.0100,0.0024,0.0007,0.0205,0.0014,0.0000
6290,0.0144,0.0137,0.0165,0.0129,0.0078,0.0047,0.0017,0.0045,0.0044,0.0078
6291,0.0019,0.0005,0.0054,0.0009,0.0060,0.0019,0.0005,0.0054,0.0000,0.0002
6292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6294,3.2607,2.7270,2.6533,4.4222,3.2495,3.2607,2.7270,2.6533,4.4222,3.2495
6295,0.0094,0.0089,0.0097,0.0076,0.0042,0.0031,0.0011,0.0026,0.0026,0.0042
6296,0.0010,0.0002,0.0018,0.0004,0.0012,0.0008,0.0002,0.0018,0.0000,0.0000
6297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6299,0.0253,0.1205,0.1259,0.1249,0.0417,0.0180,0.0000,0.0234,0.0000,0.0417
6300,6.9802,7.3263,2.4533,3.9535,3.1304,6.9802,7.3263,2.4533,3.9535,3.1304
6301,0.0659,0.2484,0.3693,0.1510,4.1244,0.0195,0.2484,0.3693,0.1510,4.1212
6302,0.0275,0.0079,0.0333,0.0066,0.0157,0.0258,0.0079,0.0333,0.0000,0.0008
6303,0.0000,0.0001,0.0004,0.0001,0.0002,0.0000,0.0000,0.0004,0.0001,0.0000
6304,0.0001,0.0003,0.0006,0.0001,0.0007,0.0000,0.0000,0.0006,0.0000,0.0005
6305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6308,0.0214,0.0720,0.0641,0.0470,0.0713,0.0190,0.0071,0.0001,0.0470,0.0732
6309,0.0060,0.0058,0.0037,0.0006,0.0095,0.0021,0.0057,0.0028,0.0001,0.0083
6310,0.9377,1.1331,0.5657,0.5269,0.6981,0.9377,1.1331,0.5657,0.5269,0.6981
6311,0.0010,0.0093,0.0125,0.0035,0.0075,0.0000,0.0000,0.0125,0.0035,0.0000
6312,0.1080,0.0698,0.1732,0.1756,0.0799,0.1080,0.0698,0.1732,0.1756,0.0799
6313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6315,0.0048,0.0016,0.0084,0.0016,0.0050,0.0039,0.0010,0.0084,0.0002,0.0001
6316,0.0001,0.0005,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
6317,0.0093,0.0349,0.0004,0.0565,0.0085,0.0055,0.0349,0.0001,0.0001,0.0056
6318,0.0981,2.1641,0.4844,0.8251,0.2301,0.0227,1.9822,0.0481,0.0184,0.0239
6319,0.2313,2.0169,0.8291,0.4083,1.0742,0.0000,0.0000,0.8291,0.4083,0.0173
6320,0.1108,0.5664,0.0353,0.8948,0.3129,0.0836,0.5664,0.0033,0.0109,0.2792
6321,0.0083,0.0431,0.0338,0.0046,0.0612,0.0032,0.0012,0.0238,0.0034,0.0228
6322,0.0093,0.0184,0.0229,0.0172,0.0124,0.0053,0.0019,0.0036,0.0028,0.0124
6323,0.0506,0.2266,0.4281,0.0337,0.2222,0.0302,0.0017,0.3657,0.0052,0.1041
6324,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000
6325,0.0016,0.0139,0.0022,0.0018,0.0010,0.0001,0.0002,0.0022,0.0002,0.0010
6326,0.0356,0.0262,0.0698,0.0861,0.0692,0.0356,0.0262,0.0698,0.0861,0.0692
6327,0.0085,0.0063,0.0128,0.0158,0.0124,0.0085,0.0063,0.0128,0.0158,0.0124
6328,0.0770,0.0733,0.0590,0.0463,0.0266,0.0251,0.0093,0.0159,0.0158,0.0266
6329,0.5480,0.4650,0.4865,0.0391,1.0177,0.0492,0.2980,0.3116,0.0183,0.9262
6330,0.0000,0.0000,0.0049,0.0078,0.0028,0.0000,0.0000,0.0049,0.0078,0.0028
6331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6332,1.7395,0.4944,0.3076,0.4432,0.0780,1.7395,0.4944,0.3076,0.4432,0.0780
6333,0.0006,0.0004,0.0015,0.0017,0.0029,0.0006,0.0004,0.0015,0.0017,0.0029
6334,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000
6335,0.1091,0.0113,0.0820,0.0197,0.0402,0.0483,0.0113,0.0820,0.0000,0.0000
6336,0.0050,0.0148,0.0026,0.0035,0.0065,0.0046,0.0000,0.0000,0.0035,0.0065
6337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6338,0.1109,0.0373,0.0550,0.0935,0.1102,0.0341,0.0059,0.0115,0.0041,0.1102
6339,0.0339,0.1762,0.1116,0.0151,0.2094,0.0131,0.0049,0.0786,0.0111,0.0780
6340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6341,0.0418,0.0890,0.0111,0.0000,0.2928,0.0418,0.0890,0.0111,0.0000,0.2927
6342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6343,0.2180,0.0691,0.0690,0.0343,0.2058,0.2180,0.0691,0.0690,0.0343,0.2058
6344,0.0033,0.0009,0.0039,0.0008,0.0018,0.0031,0.0009,0.0039,0.0000,0.0001
6345,0.0303,0.0364,0.0473,0.0159,0.5547,0.0062,0.0364,0.0465,0.0159,0.5534
6346,0.1888,0.1625,0.3344,0.0085,0.0000,0.1888,0.1625,0.3344,0.0085,0.0000
6347,0.0001,0.0004,0.0032,0.0028,0.0035,0.0000,0.0002,0.0026,0.0023,0.0036
6348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6349,0.2746,0.0730,0.1406,0.0471,0.0975,0.2746,0.0730,0.1406,0.0471,0.0975
6350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6351,0.4277,0.3672,0.3404,0.3920,0.4834,0.3609,0.1756,0.2352,0.1639,0.4841
6352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6353,0.0230,0.0073,0.0067,0.0033,0.0248,0.0230,0.0073,0.0067,0.0033,0.0248
6354,0.0280,0.0924,0.1188,0.0791,0.1160,0.0223,0.0021,0.0509,0.0791,0.1182
6355,0.0007,0.0032,0.0026,0.0004,0.0032,0.0000,0.0000,0.0025,0.0004,0.0033
6356,0.0004,0.0091,0.0031,0.0102,0.0018,0.0000,0.0000,0.0031,0.0000,0.0019
6357,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0039
6358,0.0005,0.0001,0.0006,0.0001,0.0003,0.0005,0.0001,0.0006,0.0000,0.0000
6359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6360,0.0045,0.0012,0.0075,0.0012,0.0023,0.0045,0.0012,0.0075,0.0001,0.0001
6361,0.0002,0.0000,0.0002,0.0000,0.0001,0.0002,0.0000,0.0002,0.0000,0.0000
6362,0.0007,0.0063,0.0030,0.0015,0.0044,0.0000,0.0000,0.0030,0.0015,0.0001
6363,0.0026,0.0046,0.0020,0.0005,0.0134,0.0026,0.0046,0.0020,0.0005,0.0134
6364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6365,0.0211,0.0187,0.0185,0.0338,0.0300,0.0211,0.0187,0.0185,0.0338,0.0300
6366,0.0604,0.0677,0.0722,0.0290,0.7212,0.0147,0.0518,0.0636,0.0236,0.7196
6367,0.0001,0.0003,0.0002,0.0000,0.0001,0.0000,0.0000,0.0002,0.0000,0.0001
6368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6369,0.0209,0.0943,0.0845,0.0118,0.1041,0.0000,0.0000,0.0795,0.0118,0.1088
6370,0.1414,0.1114,0.0329,0.1498,0.0129,0.1414,0.1114,0.0329,0.1498,0.0129
6371,0.0034,0.0727,0.0133,0.0442,0.0137,0.0000,0.0000,0.0133,0.0000,0.0149
6372,0.0009,0.0080,0.0109,0.0031,0.0073,0.0000,0.0000,0.0109,0.0031,0.0000
6373,0.3071,1.0908,0.5778,1.1587,0.0914,0.3071,1.0908,0.5778,1.1587,0.0914
6374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6376,0.0001,0.0016,0.0010,0.0032,0.0008,0.0000,0.0000,0.0010,0.0000,0.0009
6377,0.0001,0.0002,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6378,0.0001,0.0005,0.0015,0.0004,0.0007,0.0000,0.0000,0.0015,0.0004,0.0000
6379,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
6380,0.0002,0.0033,0.0005,0.0012,0.0007,0.0000,0.0003,0.0005,0.0001,0.0008
6381,0.0120,0.0033,0.0221,0.0034,0.0108,0.0119,0.0033,0.0221,0.0002,0.0004
6382,0.0001,0.0001,0.0001,0.0003,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008
6383,0.0011,0.0003,0.0023,0.0005,0.0013,0.0010,0.0003,0.0023,0.0000,0.0000
6384,0.0018,0.0212,0.0053,0.0125,0.0034,0.0000,0.0000,0.0053,0.0000,0.0035
6385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6386,0.0368,0.1396,0.0015,0.2153,0.0351,0.0218,0.1396,0.0001,0.0004,0.0233
6387,0.0018,0.0171,0.0168,0.0048,0.0134,0.0000,0.0001,0.0168,0.0048,0.0001
6388,0.0832,0.0639,0.0660,0.0834,0.0534,0.0832,0.0639,0.0660,0.0834,0.0534
6389,0.0087,0.0452,0.0376,0.0051,0.0750,0.0034,0.0013,0.0265,0.0037,0.0279
6390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6391,0.2893,0.3594,0.2495,0.0604,2.1506,0.0347,0.3592,0.1780,0.0602,2.1408
6392,0.1221,0.4203,0.3207,0.0386,0.2881,0.0003,0.0002,0.2962,0.0386,0.2971
6393,0.0001,0.0010,0.0035,0.0020,0.0006,0.0001,0.0000,0.0035,0.0000,0.0006
6394,0.0147,0.0042,0.0177,0.0035,0.0086,0.0138,0.0042,0.0177,0.0000,0.0004
6395,0.0198,0.0054,0.0395,0.0061,0.0178,0.0198,0.0054,0.0395,0.0004,0.0006
6396,0.0008,0.0001,0.0042,0.0010,0.0030,0.0004,0.0001,0.0042,0.0000,0.0000
6397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6398,1.4359,1.0411,0.7194,0.6677,0.2964,1.4359,1.0411,0.7194,0.6677,0.2964
6399,0.0000,0.0000,0.0007,0.0007,0.0006,0.0000,0.0000,0.0007,0.0007,0.0006
6400,0.0090,0.0062,0.0037,0.0018,0.0545,0.0014,0.0062,0.0037,0.0018,0.0545
6401,0.0366,0.0463,0.0185,0.0019,0.0649,0.0026,0.0463,0.0059,0.0019,0.0639
6402,6.9232,29.2322,10.2233,10.7319,9.1181,6.9232,29.2322,10.2233,10.7319,9.1181
6403,6.5024,27.4555,9.5331,10.0074,8.0662,6.5024,27.4555,9.5331,10.0074,8.0662
6404,1.9246,2.4130,1.4885,2.3635,0.8168,1.9246,2.4130,1.4885,2.3635,0.8168
6405,0.0000,0.0004,0.0004,0.0002,0.0006,0.0000,0.0000,0.0004,0.0002,0.0000
6406,0.0003,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0004,0.0000,0.0000
6407,0.0035,0.0415,0.0107,0.0256,0.0076,0.0000,0.0000,0.0107,0.0000,0.0079
6408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6409,0.0264,0.2083,0.1099,0.0318,0.1183,0.0000,0.0014,0.1099,0.0318,0.0295
6410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6411,0.0066,0.0569,0.0082,0.0073,0.0043,0.0003,0.0010,0.0081,0.0007,0.0043
6412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6413,1.1048,4.6649,1.5955,1.6749,1.1037,1.1048,4.6649,1.5955,1.6749,1.1037
6414,0.0000,0.0000,0.0002,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
6415,0.0513,0.1898,0.2398,0.1915,0.1847,0.0476,0.0044,0.0012,0.1915,0.1875
6416,1.5211,0.7647,0.5483,0.4571,0.1945,1.5211,0.7647,0.5483,0.4571,0.1945
6417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6418,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6419,0.0010,0.0029,0.0344,0.0064,0.0128,0.0010,0.0029,0.0344,0.0064,0.0128
6420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6421,0.0018,0.0005,0.0021,0.0004,0.0010,0.0017,0.0005,0.0021,0.0000,0.0001
6422,0.0438,0.1305,0.0920,0.1248,0.1444,0.0404,0.0001,0.0004,0.1248,0.1445
6423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6424,6.4816,4.6231,4.7578,7.5620,5.3724,6.4816,4.6231,4.7578,7.5620,5.3724
6425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6426,7.2435,5.5374,6.0320,6.9147,5.9408,7.2435,5.5374,6.0320,6.9147,5.9408
6427,0.3918,1.5319,0.0135,2.2118,0.3447,0.2389,1.5319,0.0020,0.0076,0.2289
6428,0.0009,0.0002,0.0092,0.0013,0.0043,0.0009,0.0002,0.0092,0.0000,0.0000
6429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6430,0.2057,0.6929,0.0051,0.8441,0.2072,0.1019,0.6929,0.0010,0.0008,0.1298
6431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6432,0.0002,0.0017,0.0009,0.0003,0.0009,0.0000,0.0000,0.0009,0.0003,0.0002
6433,7.3424,7.7154,2.6355,4.2470,3.4374,7.3424,7.7154,2.6355,4.2470,3.4374
6434,0.0097,0.0236,0.0178,0.0234,0.0361,0.0097,0.0236,0.0178,0.0234,0.0361
6435,0.0011,0.0003,0.0017,0.0003,0.0012,0.0011,0.0003,0.0017,0.0000,0.0001
6436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6437,0.0019,0.0098,0.0329,0.0034,0.0283,0.0001,0.0002,0.0298,0.0034,0.0294
6438,0.0000,0.0001,0.0006,0.0005,0.0007,0.0000,0.0000,0.0005,0.0004,0.0007
6439,0.0025,0.0084,0.0100,0.0073,0.0083,0.0022,0.0008,0.0000,0.0073,0.0086
6440,0.0090,0.0711,0.0380,0.0110,0.0388,0.0000,0.0005,0.0380,0.0110,0.0097
6441,0.0073,0.0678,0.0368,0.0104,0.0188,0.0002,0.0002,0.0368,0.0104,0.0001
6442,0.0003,0.0013,0.0024,0.0020,0.0028,0.0001,0.0004,0.0019,0.0017,0.0026
6443,0.0185,0.0266,0.0251,0.0080,0.2683,0.0097,0.0266,0.0247,0.0079,0.2678
6444,0.0011,0.0332,0.0136,0.0226,0.0216,0.0000,0.0173,0.0136,0.0113,0.0218
6445,0.4869,0.3872,0.3131,0.3903,0.2212,0.4869,0.3872,0.3131,0.3903,0.2212
6446,0.0388,0.0492,0.0156,0.0016,0.0773,0.0027,0.0491,0.0049,0.0016,0.0761
6447,0.0006,0.0018,0.0031,0.0014,0.0011,0.0004,0.0000,0.0000,0.0000,0.0011
6448,0.0045,0.0013,0.0055,0.0011,0.0028,0.0042,0.0013,0.0055,0.0000,0.0001
6449,0.0009,0.0129,0.0022,0.0049,0.0021,0.0000,0.0011,0.0022,0.0003,0.0024
6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6453,0.6317,0.5931,0.2719,1.0022,0.6019,0.6317,0.5931,0.2719,1.0022,0.6019
6454,5.9363,6.2302,2.1472,3.4530,2.7545,5.9363,6.2302,2.1472,3.4530,2.7545
6455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6456,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6457,0.0022,0.0255,0.0046,0.0109,0.0031,0.0000,0.0000,0.0046,0.0000,0.0032
6458,0.0641,0.2284,0.1233,0.2350,0.0180,0.0641,0.2284,0.1233,0.2350,0.0180
6459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6460,0.0000,0.0000,0.0008,0.0004,0.0012,0.0000,0.0000,0.0008,0.0004,0.0000
6461,0.0000,0.0001,0.0001,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0002
6462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6463,0.0072,0.0175,0.0127,0.0167,0.0266,0.0072,0.0175,0.0127,0.0167,0.0266
6464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6468,0.0284,0.1284,0.1153,0.0160,0.1054,0.0001,0.0000,0.1084,0.0160,0.1101
6469,0.0011,0.0010,0.0005,0.0000,0.0000,0.0011,0.0010,0.0005,0.0000,0.0000
6470,0.0010,0.0003,0.0012,0.0002,0.0005,0.0010,0.0003,0.0012,0.0000,0.0000
6471,0.0013,0.0031,0.0030,0.0039,0.0061,0.0013,0.0031,0.0030,0.0039,0.0061
6472,0.0102,0.0028,0.0434,0.0061,0.0128,0.0102,0.0028,0.0434,0.0000,0.0000
6473,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6474,0.0084,0.0022,0.0043,0.0015,0.0025,0.0084,0.0022,0.0043,0.0015,0.0025
6475,0.1545,0.5526,0.0052,0.7404,0.1295,0.0883,0.5526,0.0014,0.0009,0.0962
