uniqid_huc10,meto_high1992_huc10,meto_high1997_huc10,meto_high2002_huc10,meto_high2007_huc10,meto_high2012_huc10,meto_low1992_huc10,meto_low1997_huc10,meto_low2002_huc10,meto_low2007_huc10,meto_low2012_huc10
6316,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6317,0.0247,0.1084,0.1570,0.0330,0.0175,0.0128,0.0033,0.0042,0.0266,0.0176
6318,0.1374,0.0854,0.0177,0.0046,0.0158,0.0499,0.0848,0.0026,0.0046,0.0158
6319,0.0000,0.0000,0.0000,0.0000,0.0923,0.0000,0.0000,0.0000,0.0000,0.0923
6320,0.8509,3.4170,4.4797,0.8106,0.6197,0.6740,0.0247,0.1065,0.7200,0.6198
6321,0.0505,0.0507,0.1886,0.0723,0.0382,0.0356,0.0192,0.1881,0.0716,0.0392
6322,0.0097,0.0179,0.0043,0.0070,0.0283,0.0000,0.0006,0.0014,0.0070,0.0283
6323,0.3148,0.5575,1.1215,0.6715,0.1781,0.2544,0.0948,1.1215,0.6705,0.1788
6324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6325,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0007
6326,0.0039,0.0021,0.0001,0.0008,0.0005,0.0039,0.0021,0.0001,0.0008,0.0005
6327,0.0009,0.0005,0.0000,0.0001,0.0001,0.0009,0.0005,0.0000,0.0001,0.0001
6328,0.0350,0.0529,0.0081,0.0203,0.0813,0.0000,0.0086,0.0020,0.0203,0.0813
6329,0.6568,1.8645,2.6666,1.0413,0.8589,0.4280,0.4459,2.1222,0.6687,0.3401
6330,0.0000,0.0000,0.0003,0.0012,0.0009,0.0000,0.0000,0.0003,0.0012,0.0009
6331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6332,0.0021,0.0000,0.0934,0.4439,0.1016,0.0021,0.0000,0.0934,0.4439,0.1016
6333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6335,0.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6336,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6338,0.0094,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6339,0.2062,0.2073,0.6234,0.2388,0.1308,0.1453,0.0784,0.6217,0.2367,0.1341
6340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6341,0.2022,0.0000,0.0000,0.0000,0.0096,0.2022,0.0000,0.0000,0.0000,0.0085
6342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6343,0.0661,0.6451,0.0000,0.0000,0.0000,0.0661,0.6451,0.0000,0.0000,0.0000
6344,0.0037,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
6345,0.0996,0.2108,0.6256,0.1560,0.1741,0.0878,0.1737,0.5660,0.1156,0.0822
6346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6347,0.0004,0.0003,0.0026,0.0012,0.0054,0.0000,0.0002,0.0019,0.0012,0.0054
6348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6351,0.2189,0.6188,0.2268,0.3805,0.1141,0.0003,0.6103,0.2233,0.3805,0.1141
6352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6353,0.0070,0.0680,0.0000,0.0000,0.0000,0.0070,0.0680,0.0000,0.0000,0.0000
6354,0.0111,0.0798,0.0114,0.0212,0.0777,0.0058,0.0075,0.0099,0.0212,0.0777
6355,0.0005,0.0108,0.0003,0.0008,0.0049,0.0000,0.0100,0.0003,0.0008,0.0049
6356,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,0.0000,0.0056
6357,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0070
6358,0.0006,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6360,0.0052,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0012
6361,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6362,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004
6363,0.0202,0.0118,0.0328,0.0049,0.0070,0.0202,0.0118,0.0328,0.0049,0.0070
6364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6365,0.0690,0.0928,0.0409,0.0285,0.0251,0.0690,0.0928,0.0409,0.0285,0.0251
6366,0.1442,0.3002,0.8199,0.2077,0.2403,0.1195,0.2385,0.7409,0.1549,0.1215
6367,0.0001,0.0012,0.0000,0.0001,0.0001,0.0000,0.0011,0.0000,0.0001,0.0001
6368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6369,0.0145,0.3162,0.0089,0.0248,0.1632,0.0000,0.2929,0.0089,0.0248,0.1632
6370,1.5972,0.0026,0.0027,0.0061,0.0149,1.5972,0.0026,0.0027,0.0061,0.0149
6371,0.0000,0.0000,0.0000,0.0000,0.0427,0.0000,0.0000,0.0000,0.0000,0.0427
6372,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0014
6373,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
6374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6376,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0025
6377,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6378,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6380,0.0003,0.0002,0.0009,0.0002,0.0035,0.0003,0.0002,0.0000,0.0002,0.0035
6381,0.0140,0.0000,0.0000,0.0000,0.0054,0.0000,0.0000,0.0000,0.0000,0.0054
6382,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6383,0.0012,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6384,0.0036,0.0069,0.0188,0.0227,0.0077,0.0036,0.0069,0.0188,0.0227,0.0077
6385,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
6386,0.0896,0.3810,0.5280,0.1179,0.0634,0.0420,0.0126,0.0157,0.0928,0.0636
6387,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0020
6388,0.0314,0.0427,0.0167,0.0417,0.0458,0.0314,0.0427,0.0167,0.0417,0.0458
6389,0.0529,0.0532,0.2102,0.0805,0.0468,0.0373,0.0201,0.2096,0.0798,0.0480
6390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6391,0.5161,1.4026,2.8448,0.7036,1.0920,0.4207,0.7836,2.5123,0.4537,0.3870
6392,0.0298,0.0686,0.0289,0.1153,0.3137,0.0002,0.0308,0.0289,0.1153,0.3137
6393,0.0002,0.0003,0.0001,0.0004,0.0015,0.0000,0.0000,0.0001,0.0004,0.0015
6394,0.0164,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0023
6395,0.0233,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0090
6396,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6398,0.0115,0.0266,0.0625,0.0715,0.1690,0.0115,0.0266,0.0625,0.0715,0.1690
6399,0.0000,0.0000,0.0003,0.0003,0.0003,0.0000,0.0000,0.0003,0.0003,0.0003
6400,0.0146,0.0227,0.0332,0.0130,0.0023,0.0117,0.0150,0.0230,0.0044,0.0012
6401,0.0330,0.1319,0.1612,0.0392,0.0918,0.0222,0.0341,0.1346,0.0166,0.0214
6402,0.0498,0.2937,5.0582,5.0205,4.6580,0.0498,0.2937,5.0582,5.0205,4.6580
6403,0.0468,0.2758,4.7167,4.6815,4.1207,0.0468,0.2758,4.7167,4.6815,4.1207
6404,0.0090,0.1836,0.0773,0.3685,0.2573,0.0090,0.1836,0.0773,0.3685,0.2573
6405,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6406,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6407,0.0070,0.0133,0.0371,0.0449,0.0173,0.0070,0.0133,0.0371,0.0449,0.0173
6408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6409,0.0020,0.0032,0.0009,0.0041,0.0630,0.0020,0.0032,0.0009,0.0041,0.0630
6410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6411,0.0000,0.0000,0.0000,0.0001,0.0032,0.0000,0.0000,0.0000,0.0001,0.0032
6412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6413,0.0079,0.0469,0.7894,0.7835,0.5638,0.0079,0.0469,0.7894,0.7835,0.5638
6414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6415,0.0284,0.2250,0.0103,0.0214,0.1000,0.0286,0.0168,0.0092,0.0220,0.1000
6416,0.0006,0.0071,0.0508,0.1935,0.1959,0.0006,0.0071,0.0508,0.1935,0.1959
6417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6418,0.0000,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6421,0.0020,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0003
6422,0.0007,0.0055,0.0001,0.0001,0.0043,0.0007,0.0004,0.0001,0.0001,0.0043
6423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6424,0.4962,0.9541,0.7253,0.3454,0.3089,0.4962,0.9541,0.7253,0.3454,0.3089
6425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6426,0.7934,0.9401,1.1182,1.4240,2.0301,0.7934,0.9401,1.1182,1.4240,2.0301
6427,1.1523,4.8191,6.1455,1.3070,0.7613,0.6332,0.1292,0.1752,1.0526,0.7628
6428,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6430,0.3169,0.3711,0.2263,0.0709,0.3016,0.0372,0.1423,0.1413,0.0150,0.3033
6431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6432,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
6433,1.4032,0.8669,1.8458,3.3553,2.6252,1.4032,0.8669,1.8458,3.3553,2.6252
6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6435,0.0013,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004
6436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6437,0.0022,0.0042,0.0038,0.0063,0.0378,0.0000,0.0005,0.0038,0.0063,0.0378
6438,0.0001,0.0000,0.0005,0.0002,0.0010,0.0000,0.0000,0.0004,0.0002,0.0010
6439,0.0012,0.0017,0.0004,0.0011,0.0079,0.0012,0.0032,0.0000,0.0011,0.0079
6440,0.0007,0.0011,0.0003,0.0014,0.0206,0.0007,0.0011,0.0003,0.0014,0.0206
6441,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0035
6442,0.0014,0.0012,0.0022,0.0010,0.0039,0.0004,0.0006,0.0017,0.0010,0.0039
6443,0.0954,0.1117,0.3532,0.0775,0.0941,0.0912,0.0975,0.3291,0.0615,0.0577
6444,0.0002,0.0002,0.0029,0.0012,0.0089,0.0002,0.0002,0.0024,0.0012,0.0089
6445,0.0995,0.1323,0.0771,0.0916,0.1461,0.0995,0.1323,0.0771,0.0916,0.1461
6446,0.0350,0.1401,0.1357,0.0330,0.1093,0.0235,0.0362,0.1133,0.0139,0.0254
6447,0.0009,0.0002,0.0001,0.0002,0.0016,0.0000,0.0000,0.0000,0.0002,0.0016
6448,0.0050,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008
6449,0.0010,0.0008,0.0038,0.0010,0.0108,0.0010,0.0007,0.0002,0.0010,0.0108
6450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6453,0.4065,0.4808,0.8752,1.3251,1.0800,0.4065,0.4808,0.8752,1.3251,1.0800
6454,1.1349,0.7055,1.4950,2.7145,2.1023,1.1349,0.7055,1.4950,2.7145,2.1023
6455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6456,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6457,0.0044,0.0083,0.0164,0.0198,0.0069,0.0044,0.0083,0.0164,0.0198,0.0069
6458,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
6459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6460,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6461,0.0001,0.0001,0.0001,0.0001,0.0002,0.0000,0.0000,0.0001,0.0001,0.0002
6462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6467,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6468,0.0197,0.4306,0.0121,0.0339,0.1652,0.0000,0.3989,0.0121,0.0339,0.1652
6469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6470,0.0012,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6472,0.0122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6475,0.6698,2.7391,3.1044,0.5899,0.5215,0.4757,0.0440,0.0474,0.5110,0.5233
6476,0.0009,0.0009,0.0060,0.0023,0.0013,0.0007,0.0004,0.0060,0.0023,0.0013
6477,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6478,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0064
6479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6480,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6481,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6483,3.3702,4.5877,1.3625,3.4020,3.6058,3.3702,4.5877,1.3625,3.4020,3.6058
6484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6488,0.0012,0.0012,0.0099,0.0038,0.0022,0.0009,0.0005,0.0098,0.0037,0.0023
6489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6490,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6491,0.6784,0.7204,0.3551,0.3193,1.0784,0.0461,0.2061,0.1819,0.2480,1.0805
6492,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6493,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6498,0.0505,0.0325,0.0073,0.0019,0.0071,0.0180,0.0323,0.0010,0.0019,0.0071
6499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6501,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6507,0.0102,0.0118,0.0801,0.0332,0.2617,0.0102,0.0089,0.0658,0.0332,0.2617
6508,0.3996,0.5762,0.6053,0.6284,0.9187,0.3996,0.5762,0.6053,0.6284,0.9187
6509,0.0049,0.0003,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0016
6510,0.0009,0.0001,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
6511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6513,0.0032,0.0036,0.0017,0.0062,0.0197,0.0000,0.0014,0.0015,0.0062,0.0197
6514,1.2124,1.2550,3.2928,1.3292,1.0111,0.9767,0.5981,3.2376,1.3160,0.9890
6515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6516,0.1824,0.4832,0.8602,0.1290,0.1887,0.0676,0.0008,0.0007,0.1290,0.1890
6517,0.0010,0.0003,0.0004,0.0007,0.0052,0.0000,0.0000,0.0000,0.0007,0.0052
6518,0.0938,0.1842,0.0134,0.0263,0.0093,0.0000,0.0226,0.0079,0.0263,0.0093
6519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6520,0.0003,0.0005,0.0001,0.0003,0.0013,0.0000,0.0001,0.0000,0.0003,0.0013
6521,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
6522,0.0544,0.0000,0.0000,0.0000,0.0224,0.0000,0.0000,0.0000,0.0000,0.0224
6523,0.4415,0.2570,0.7335,0.1090,0.1701,0.4415,0.2570,0.7335,0.1090,0.1701
6524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6527,0.0088,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0000,0.0037
6528,1.5263,2.0273,2.8609,1.1093,1.0663,1.5263,2.0273,2.8609,1.1093,1.0663
6529,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0024
6530,0.0055,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008
6531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6532,0.0326,0.0745,0.0303,0.1188,0.3317,0.0002,0.0311,0.0303,0.1188,0.3317
6533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6540,0.1317,0.0000,0.0001,0.0006,0.0001,0.1317,0.0000,0.0001,0.0006,0.0001
6541,0.0003,0.0004,0.0001,0.0006,0.0080,0.0003,0.0004,0.0001,0.0006,0.0080
6542,0.0051,0.0104,0.0012,0.0044,0.0154,0.0001,0.0000,0.0012,0.0044,0.0154
6543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6545,0.0001,0.0001,0.0005,0.0001,0.0020,0.0001,0.0001,0.0000,0.0001,0.0020
6546,0.0004,0.0000,0.0001,0.0000,0.0002,0.0004,0.0000,0.0001,0.0000,0.0002
6547,0.0109,0.0284,0.0062,0.0276,0.1171,0.0000,0.0037,0.0062,0.0276,0.1171
6548,0.1552,0.3963,0.5001,0.1966,0.0696,0.0878,0.1410,0.2820,0.0524,0.0359
6549,0.1315,0.2533,0.0519,0.0702,0.0474,0.0000,0.0388,0.0349,0.0702,0.0474
6550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6551,0.0092,0.0181,0.0019,0.0038,0.0015,0.0000,0.0022,0.0011,0.0038,0.0015
6552,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6553,0.0082,0.0005,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0022
6554,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
6555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6556,0.0522,0.1367,0.0287,0.1286,0.5444,0.0002,0.0180,0.0287,0.1286,0.5444
6557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6560,0.0055,0.0105,0.0209,0.0253,0.0089,0.0055,0.0105,0.0209,0.0253,0.0089
6561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6565,0.0000,0.0001,0.0001,0.0005,0.0003,0.0000,0.0001,0.0001,0.0005,0.0003
6566,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0059
6567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6568,0.0082,0.0364,0.0763,0.0148,0.0132,0.0068,0.0002,0.0013,0.0142,0.0132
6569,0.0065,0.0036,0.0001,0.0005,0.0003,0.0065,0.0036,0.0001,0.0005,0.0003
6570,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0013
6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6573,0.9196,4.0699,6.0091,1.1779,1.1046,0.7635,0.0242,0.1016,1.1285,1.1050
6574,0.0941,0.2071,0.0791,0.0147,0.0125,0.0941,0.2071,0.0791,0.0147,0.0125
6575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
