uniqid_huc10,RIP_NWALT12_11_huc10,RIP_NWALT12_12_huc10,RIP_NWALT12_21_huc10,RIP_NWALT12_22_huc10,RIP_NWALT12_23_huc10,RIP_NWALT12_24_huc10,RIP_NWALT12_25_huc10,RIP_NWALT12_26_huc10,RIP_NWALT12_27_huc10,RIP_NWALT12_31_huc10,RIP_NWALT12_32_huc10,RIP_NWALT12_33_huc10,RIP_NWALT12_41_huc10,RIP_NWALT12_43_huc10,RIP_NWALT12_44_huc10,RIP_NWALT12_45_huc10,RIP_NWALT12_46_huc10,RIP_NWALT12_50_huc10,RIP_NWALT12_60_huc10
7009,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,2.79,0.15,1.76,95.27,0.00
7010,0.34,5.00,0.07,0.07,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,18.80,1.49,0.61,1.40,72.10,0.00
7011,0.02,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.02,0.00,0.00,98.79,0.00
7012,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.38,0.00,0.00,24.64,74.50,0.00
7013,0.07,0.00,0.76,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,5.21,93.84,0.00
7014,0.19,0.00,0.49,0.01,0.01,0.02,0.00,0.00,0.13,0.00,0.00,0.00,0.09,0.56,1.64,0.63,8.06,71.54,16.62
7015,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,8.12,7.14,0.62,16.32,67.37,0.36
7016,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.36,3.25,0.75,84.97,10.61
7017,0.00,0.69,0.09,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.15,2.03,6.80,11.80,78.37,0.00
7018,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,2.39,0.29,1.66,4.15,91.14,0.00
7019,7.38,0.00,3.33,2.91,0.82,0.13,3.66,1.72,1.67,0.30,2.78,0.01,0.06,40.93,9.63,0.05,6.85,17.79,0.00
7020,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.43,93.52
7021,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,98.18,1.28
7022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.05,93.95,0.00
7023,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.31,4.37,95.18,0.00
7024,0.88,0.17,0.22,0.05,0.00,0.00,0.00,0.23,0.28,0.00,0.16,0.00,0.00,28.38,2.52,1.28,3.71,61.94,0.18
7025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,99.99,0.00
7026,0.00,0.09,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.14,0.31,97.54,0.00
7027,0.02,0.00,0.19,0.85,0.55,0.10,0.02,0.79,0.37,0.01,1.22,0.03,0.00,19.60,2.91,0.48,5.38,67.49,0.00
7028,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,94.96,4.20
7029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.01,99.87,0.00
7030,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,12.94,1.82,0.61,5.80,78.59,0.00
7031,0.03,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,3.27,1.49,0.51,94.20,0.00
7032,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.40,6.31,1.46,7.80,83.18,0.00
7033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
7034,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,99.50,0.00
7035,1.43,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,97.92,0.00
7036,0.79,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,98.59
7037,0.76,0.00,0.07,0.00,0.00,0.01,0.00,0.38,0.17,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.24,97.70,0.00
7038,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.24,99.50,0.00
7039,0.02,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,9.64,1.23,0.17,85.01,2.23
7040,0.61,0.01,0.20,0.01,0.01,0.00,0.00,0.05,0.12,0.00,0.02,0.00,0.00,1.54,3.36,0.18,51.66,42.21,0.00
7041,0.31,0.12,0.63,0.11,0.07,0.12,0.00,4.68,1.50,0.00,0.87,0.02,0.01,12.40,10.87,0.45,0.00,67.84,0.00
7042,0.89,0.64,1.16,0.19,0.00,1.38,0.00,1.46,0.35,0.07,0.48,0.00,0.00,0.00,0.00,0.01,8.97,50.34,34.05
7043,0.06,0.00,0.41,0.03,0.01,0.02,0.00,0.18,0.28,0.00,6.58,0.00,0.00,0.00,0.00,0.00,0.67,91.76,0.00
7044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,5.96,0.24,3.97,89.81,0.00
7045,0.12,0.00,0.69,0.08,0.07,0.00,0.00,0.26,0.11,0.00,0.19,0.00,0.15,0.00,8.96,0.25,1.75,87.36,0.00
7046,1.08,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,2.14,7.45,0.46,1.31,87.44,0.00
7047,0.04,0.00,0.07,0.01,0.05,0.00,0.00,0.32,0.42,0.00,1.79,0.08,0.00,0.00,12.23,0.00,4.46,80.37,0.16
7048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.87,86.11,0.00
7049,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.23,0.00,0.86,98.47,0.00
7050,0.05,0.00,1.44,0.05,0.00,0.00,0.00,0.05,0.03,0.00,1.21,0.00,0.01,0.00,2.31,0.06,1.38,93.42,0.00
7051,0.02,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.37,0.02,0.01,0.37,97.85,0.00
7052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,18.46,0.17,0.86,7.63,72.73,0.00
7053,0.05,0.00,0.00,0.04,0.00,0.00,0.00,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.54,0.00
7054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,2.74,97.19,0.00
7055,0.38,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,1.48,0.00,96.78,1.13
7056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,4.66,0.51,0.03,94.78,0.00
7057,0.75,0.03,0.18,0.06,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.03,98.60,0.00
7058,1.99,0.20,0.39,0.04,0.03,0.08,0.00,0.04,0.73,0.00,0.00,0.00,0.00,55.23,17.84,0.91,6.52,15.99,0.00
7059,0.98,0.00,0.01,0.00,0.06,0.00,0.00,0.00,0.23,0.00,0.00,0.02,0.00,0.00,0.04,0.02,0.04,93.69,4.90
7060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,99.80,0.00
7061,0.06,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.26,0.31,5.71,80.19,10.78
7062,4.82,12.00,1.52,0.79,0.07,1.37,5.37,0.14,0.27,0.53,0.26,0.00,0.00,28.42,16.40,0.85,13.56,12.80,0.84
7063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,3.67,0.01,2.11,42.88,51.32
7064,5.69,0.00,0.37,0.01,0.00,0.01,0.00,0.20,0.36,0.00,0.33,0.00,0.00,20.39,12.86,0.68,5.08,53.10,0.93
7065,45.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.16,0.00
7066,0.54,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,1.75,0.85,24.90,71.57,0.00
7067,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,2.62,0.10,0.32,73.53,23.37,0.00
7068,0.50,0.00,1.40,0.29,0.08,0.11,0.00,1.10,1.62,0.00,3.79,0.00,0.03,0.00,0.00,0.00,0.36,85.07,5.65
7069,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,90.86,9.05
7070,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.10,0.04,0.35,2.60,96.65,0.00
7071,0.08,0.28,0.46,0.03,0.01,0.00,0.00,0.06,0.03,0.00,0.29,0.00,0.00,4.86,3.92,0.94,19.23,69.80,0.00
7072,0.04,0.00,0.33,0.07,0.01,0.00,0.00,0.86,0.43,0.00,14.62,0.00,0.00,0.03,0.00,0.46,0.61,82.55,0.00
7073,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,1.29,96.05,2.53
7074,0.01,1.77,0.07,0.04,0.00,0.08,0.00,0.38,1.13,0.00,1.32,0.00,0.00,0.16,1.86,1.23,1.27,83.76,6.91
7075,0.50,2.18,0.30,0.06,0.03,0.02,0.03,0.02,0.27,0.01,0.00,0.00,0.00,41.95,0.63,0.95,10.79,42.27,0.00
7076,0.07,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.86,0.09,1.48,96.56,0.00
7077,1.51,0.00,0.26,0.00,0.02,0.00,0.00,0.17,0.22,0.00,1.90,0.05,0.00,0.18,4.78,0.27,19.59,67.41,3.62
7078,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.44,48.82,23.54
7079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,96.24,0.00
7080,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.80,0.00
7081,0.01,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.03,0.21,6.27,0.16,1.49,91.66,0.00
7082,3.34,0.10,0.35,5.17,0.51,0.52,7.78,11.03,0.43,3.87,4.74,0.00,0.00,0.27,3.36,0.00,0.00,58.53,0.00
7083,8.61,0.00,1.02,0.08,0.01,0.01,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.05,0.00,1.74,54.16,34.23
7084,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.57,4.15,95.12,0.00
7085,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.02,0.00,0.39,0.00,0.05,98.71,0.00
7086,1.05,0.01,0.44,0.82,0.19,0.00,0.51,2.86,0.35,0.00,6.41,0.00,0.00,6.17,13.26,2.26,0.73,64.94,0.00
7087,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,87.80,0.00
7088,0.87,1.08,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.38,0.13,0.27,96.70,0.00
7089,0.00,0.00,0.11,0.01,0.00,0.00,0.00,0.03,0.01,0.00,0.07,0.00,0.10,0.08,0.04,0.01,2.11,97.43,0.00
7090,0.12,2.35,0.18,0.00,0.01,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,2.44,0.21,0.46,79.71,14.31,0.00
7091,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,55.22,43.89
7092,0.98,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.28,0.01,1.73,95.10,0.00
7093,0.41,0.00,0.19,0.00,0.03,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,99.11,0.00
7094,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.35,0.36,10.69,88.01,0.00
7095,3.21,0.00,0.37,0.00,0.00,0.04,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,1.55,94.78,0.00
7096,0.25,0.18,4.37,8.30,2.64,4.20,16.03,14.97,1.70,8.63,2.26,0.00,0.06,0.19,0.01,0.01,0.04,36.18,0.00
7097,0.00,0.06,0.27,0.15,0.19,0.00,0.18,0.03,0.64,0.03,0.06,0.00,0.00,2.10,3.29,2.66,5.16,84.96,0.22
7098,4.61,0.00,0.21,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.59,0.00,14.81,76.41,0.00
7099,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,99.19,0.00
7100,0.13,0.08,0.00,0.65,0.32,1.75,1.34,7.46,0.89,0.95,6.74,0.00,0.00,0.43,1.20,0.04,7.64,70.37,0.00
7101,0.22,0.06,0.63,0.88,0.06,0.56,3.24,1.63,0.76,0.10,3.94,0.00,0.00,29.65,7.77,2.24,33.30,14.96,0.00
7102,0.02,0.00,0.12,0.01,0.01,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.12,0.05,2.30,93.94,2.99
7103,0.04,0.64,0.45,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,1.61,0.09,5.38,53.80,37.94,0.00
7104,0.02,0.89,0.06,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,16.63,3.17,0.21,10.38,68.39,0.00
7105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.43,98.98,0.56
7106,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,58.33,39.90
7107,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.14,0.95,0.65,9.56,86.82,0.00
7108,0.00,0.06,0.03,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,8.28,5.11,0.48,0.07,85.91,0.00
7109,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,95.88,0.00
7110,20.57,2.72,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.07,7.08,68.74,0.00
7111,0.32,2.40,0.45,0.01,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,1.83,5.13,0.17,0.43,89.16,0.00
7112,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.14,0.42,99.08,0.00
7113,0.27,0.03,0.00,0.03,0.00,0.08,0.00,0.00,0.48,0.00,0.00,0.00,0.00,15.51,3.78,0.34,23.53,55.96,0.00
7114,7.96,0.00,0.25,0.00,0.00,0.29,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.59,4.85
7115,0.25,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.16,0.05,0.02,1.26,97.20,0.57
7116,2.13,0.41,0.57,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,5.55,4.06,0.33,44.17,42.58,0.00
7117,0.15,0.07,0.00,0.01,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,23.78,3.97,1.26,22.69,47.84,0.00
7118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
7119,0.05,0.00,0.80,0.03,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.03,5.40,0.46,0.80,89.93,1.01
7120,0.36,0.00,0.85,0.07,0.00,0.00,0.00,0.12,0.10,0.00,0.15,0.00,0.04,0.15,0.37,0.44,4.32,93.03,0.00
7121,0.07,0.03,0.32,0.00,0.01,0.00,0.00,0.00,0.26,0.00,0.64,0.00,0.08,4.36,10.79,0.15,5.63,68.46,9.20
7122,0.38,9.50,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.54,0.02,0.22,89.29,0.00
7123,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.37,0.11,1.12,97.65,0.51
7124,0.12,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.06,0.00,4.97,5.10,89.67,0.00
7125,0.38,0.00,2.26,1.32,0.06,0.10,2.61,2.94,0.89,0.00,0.08,0.00,0.00,46.89,14.03,0.85,9.71,17.88,0.00
7126,0.42,0.00,0.09,0.01,0.03,0.22,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,26.13,70.25
7127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,99.51,0.00
7128,16.94,13.68,0.50,0.14,0.01,0.05,0.02,0.01,0.76,0.01,0.02,0.00,0.00,43.52,1.82,0.10,1.02,21.02,0.38
7129,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,7.43,1.57,8.00,16.13,66.68,0.00
7130,0.00,0.00,0.02,0.02,0.02,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.33,0.01,12.45,87.06,0.00
7131,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.82,47.59,47.51
7132,0.25,0.00,0.74,0.03,0.01,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,3.19,4.15,1.86,6.71,82.84,0.00
7133,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.23,3.53,1.25,1.14,93.74,0.00
7134,0.13,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.04,0.00,0.97,98.73,0.00
7135,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,98.76,0.00
7136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.84,0.03,1.63,73.64,23.55
7137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.01,0.00,0.00,0.00,0.01,0.16,0.00,99.50,0.00
7138,0.16,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.10,99.43,0.00
7139,11.49,3.95,0.37,0.23,0.36,0.60,0.05,0.12,0.87,0.10,0.75,0.03,0.15,34.67,7.17,3.16,25.50,10.43,0.00
7140,0.27,0.00,1.53,0.01,0.00,0.07,0.00,0.27,0.19,0.00,0.74,0.00,0.07,1.22,7.76,0.91,0.00,86.95,0.00
7141,0.36,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.55,98.93,0.11
7142,0.01,0.00,0.38,0.14,0.04,0.18,0.00,0.04,1.43,0.00,0.01,0.00,0.00,69.39,25.10,0.58,1.39,1.31,0.00
7143,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,4.33,0.00,0.17,0.00,0.47,94.97,0.00
7144,5.45,2.00,0.29,0.15,0.35,0.48,0.44,0.59,0.52,0.96,6.69,0.00,0.12,52.08,2.86,0.70,11.72,14.62,0.00
7145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,13.28,1.88,0.69,46.61,37.47,0.00
7146,0.56,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.22,35.09
7147,0.08,0.14,0.07,0.06,0.00,0.00,0.00,1.20,0.54,0.00,6.56,0.00,0.00,10.19,2.93,3.23,8.63,66.37,0.00
7148,0.95,0.01,0.76,0.02,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,6.13,3.09,0.21,6.78,81.89,0.00
7149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.10,89.31,10.54
7150,0.01,0.08,0.07,0.00,0.00,0.01,0.00,0.07,0.59,0.00,0.00,0.00,0.00,0.00,0.79,0.50,0.19,97.70,0.00
7151,0.06,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,1.91,4.34,0.11,1.39,92.00,0.00
7152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,99.85,0.00
7153,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,10.23,89.26,0.00
7154,0.00,0.00,2.88,1.58,0.34,0.41,0.77,4.85,0.83,4.88,5.09,0.00,0.00,0.00,0.09,0.15,10.96,67.15,0.00
7155,0.06,0.51,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.63,96.44,0.00
7156,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,5.55,1.77,1.88,18.37,69.56,2.26
7157,0.56,0.00,0.20,0.02,0.00,0.02,0.00,0.80,0.07,0.00,13.08,0.00,0.10,0.00,0.00,0.00,0.29,84.86,0.00
7158,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,1.77,97.87,0.00
7159,0.44,0.85,0.44,0.10,0.00,0.41,0.06,0.14,0.17,0.13,0.65,0.00,0.06,0.00,0.22,0.38,4.74,69.38,21.83
7160,0.61,0.33,0.49,0.02,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,7.44,2.44,1.31,60.85,26.42,0.00
7161,0.19,0.00,0.04,0.17,0.00,0.00,0.00,0.54,0.24,0.00,0.09,0.00,0.00,31.04,1.64,0.53,7.67,57.84,0.00
7162,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.80,0.07,4.41,94.60,0.00
7163,0.12,3.86,0.22,0.14,0.01,0.04,0.27,0.03,0.28,0.04,0.04,0.00,0.00,45.38,4.75,0.42,25.89,18.50,0.00
7164,0.64,0.00,0.22,0.01,0.00,0.02,0.00,0.00,0.22,0.00,0.00,0.01,0.00,19.75,2.79,0.37,8.05,65.41,2.51
7165,0.17,0.00,0.22,0.06,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.01,26.47,14.92,5.39,12.35,40.20,0.00
7166,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,22.06,77.74,0.00
7167,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.04,0.00,0.04,0.02,0.00,0.17,99.36,0.00
7168,0.05,0.04,0.52,2.40,0.22,1.98,4.77,3.16,1.64,0.19,14.73,0.00,0.00,2.78,0.41,0.00,19.33,47.77,0.00
7169,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.10,0.00,7.03,31.40,61.35,0.00
7170,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.41,0.00,2.32,97.13,0.00
7171,1.11,1.24,2.41,0.26,0.11,0.38,0.00,1.65,0.76,0.00,7.95,0.02,0.00,0.03,0.64,16.81,42.30,21.80,2.52
7172,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,97.99,0.00
7173,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,0.25,2.54,0.91,0.66,93.91,0.00
7174,0.03,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.00,18.61,79.41,1.03
7175,0.29,0.10,1.27,0.08,0.00,0.01,0.00,0.22,0.06,0.00,0.37,0.00,0.00,3.10,4.52,3.60,21.67,64.71,0.00
7176,0.03,0.00,1.69,0.13,0.00,0.00,0.00,0.02,0.20,0.00,0.05,0.00,0.00,13.76,0.49,0.10,12.54,70.99,0.00
7177,3.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.81,87.63,7.83
7178,0.86,0.00,0.39,0.12,0.00,0.01,0.05,0.35,0.08,0.00,1.91,0.00,0.00,6.00,2.63,1.02,1.75,84.82,0.00
7179,0.19,0.00,0.23,0.10,0.00,0.20,0.15,0.00,0.33,0.00,0.00,0.00,0.00,4.57,7.92,3.62,31.13,51.55,0.00
7180,0.54,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.41,0.70,2.19,96.04,0.00
7181,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.45,28.29
